,X,TIME,DATE,TIME_min,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
444,12768,14:50,1/8/15,890,BRONX,10451,40.8270856,-73.9197369,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
445,12769,14:50,1/8/15,890,QUEENS,11101,40.7578101,-73.945831,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
502,12826,14:51,1/8/15,891,BROOKLYN,11215,40.6731994,-73.9763223,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
503,12827,14:51,1/8/15,891,BROOKLYN,11217,40.6844232,-73.978388,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PICK-UP TRUCK,0,0,0,-60,-132,64,310
456,12780,14:52,1/8/15,892,BRONX,10462,40.8466581,-73.8594394,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
457,12781,14:55,1/8/15,895,QUEENS,11208,40.6911841,-73.8680573,0,0,0,0,0,0,0,0,Outside Car Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
458,12782,14:55,1/8/15,895,QUEENS,11420,40.6659184,-73.8213158,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
476,12800,15:00,1/8/15,900,BROOKLYN,11206,40.6989727,-73.957019,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
477,12801,15:00,1/8/15,900,MANHATTAN,10007,40.7115348,-74.0104641,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
478,12802,15:00,1/8/15,900,MANHATTAN,10011,40.7476892,-74.0041684,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
479,12803,15:00,1/8/15,900,QUEENS,11375,40.7232682,-73.8383239,0,0,0,0,0,0,0,0,NA,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
480,12804,15:00,1/8/15,900,QUEENS,11412,40.7003074,-73.7659904,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
481,12805,15:00,1/8/15,900,STATEN ISLAND,10301,40.6182828,-74.1051867,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
482,12806,15:00,1/8/15,900,NA,NA,40.6587052,-73.8548924,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
483,12807,15:00,1/8/15,900,NA,NA,40.7432298,-73.8377723,1,0,0,0,0,0,1,0,Fatigued/Drowsy,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
484,12808,15:00,1/8/15,900,QUEENS,11411,40.6886735,-73.7313681,3,0,0,0,0,0,3,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
486,12810,15:05,1/8/15,905,MANHATTAN,10023,40.7705293,-73.980111,0,0,0,0,0,0,0,0,Unspecified,BUS,0,0,0,-60,-132,64,310
487,12811,15:09,1/8/15,909,QUEENS,11418,40.6988242,-73.8470025,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
488,12812,15:10,1/8/15,910,QUEENS,11373,40.73477,-73.8745815,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
489,12813,15:10,1/8/15,910,BROOKLYN,11201,40.6909932,-73.9917423,1,0,1,0,0,0,0,0,Glare,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
490,12814,15:15,1/8/15,915,QUEENS,11378,40.7167458,-73.9036979,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
497,12821,15:15,1/8/15,915,QUEENS,11385,40.712647,-73.9059619,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
498,12822,15:15,1/8/15,915,QUEENS,11427,40.7306334,-73.7614964,0,0,0,0,0,0,0,0,Outside Car Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
499,12823,15:15,1/8/15,915,MANHATTAN,10010,40.7401843,-73.986363,1,0,0,0,1,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
76,12400,15:23,1/8/15,923,MANHATTAN,10016,40.7460781,-73.9749359,0,0,0,0,0,0,0,0,Turning Improperly,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
77,12401,15:23,1/8/15,923,QUEENS,11375,40.7219964,-73.847678,1,0,0,0,1,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
78,12402,15:30,1/8/15,930,BROOKLYN,11222,40.725908,-73.9353978,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LIVERY VEHICLE,0,0,0,-60,-132,64,310
79,12403,15:30,1/8/15,930,MANHATTAN,10021,40.7736894,-73.9619387,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
504,12828,15:34,1/8/15,934,QUEENS,11422,40.6741384,-73.7295448,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
80,12404,15:40,1/8/15,940,BROOKLYN,11206,40.7010761,-73.9404204,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
91,12415,15:40,1/8/15,940,MANHATTAN,10065,40.7678602,-73.9640756,1,0,1,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
455,12779,15:40,1/8/15,940,BROOKLYN,11218,40.6332903,-73.9764338,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
92,12416,15:48,1/8/15,948,NA,NA,40.626717,-73.8916485,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
93,12417,15:50,1/8/15,950,BROOKLYN,11233,40.6765981,-73.9303838,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
94,12418,15:50,1/8/15,950,NA,NA,40.715886,-73.8166013,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
95,12419,15:50,1/8/15,950,QUEENS,11385,40.7012286,-73.9025591,1,0,1,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
96,12420,15:55,1/8/15,955,NA,NA,40.609246,-74.0905208,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
97,12421,15:56,1/8/15,956,BROOKLYN,11204,40.6271165,-73.9895923,0,0,0,0,0,0,0,0,Lost Consciousness,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
366,12690,15:56,1/8/15,956,MANHATTAN,10012,40.7242353,-73.9977848,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
98,12422,16:00,1/8/15,960,QUEENS,11432,40.7086226,-73.7939474,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
99,12423,16:00,1/8/15,960,STATEN ISLAND,10306,40.5523565,-74.1331691,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
100,12424,16:00,1/8/15,960,NA,NA,40.5561949,-74.2126,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
365,12689,16:00,1/8/15,960,BRONX,10454,40.8068225,-73.9174784,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
102,12426,16:05,1/8/15,965,QUEENS,11692,40.5937796,-73.7844106,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
103,12427,16:10,1/8/15,970,MANHATTAN,10017,40.7517478,-73.9708047,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,0,0,0,-60,-132,64,310
104,12428,16:10,1/8/15,970,MANHATTAN,10040,40.8592337,-73.9313603,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
105,12429,16:15,1/8/15,975,BROOKLYN,11215,40.6710512,-73.981424,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
505,12829,16:22,1/8/15,982,QUEENS,11421,40.6911735,-73.8636797,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
107,12431,16:24,1/8/15,984,STATEN ISLAND,10309,40.5505208,-74.2114556,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
108,12432,16:25,1/8/15,985,BROOKLYN,11212,40.657003,-73.9140271,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
110,12434,16:25,1/8/15,985,QUEENS,11433,40.7076064,-73.78023,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PICK-UP TRUCK,0,0,0,-60,-132,64,310
111,12435,16:30,1/8/15,990,BRONX,10461,40.8408817,-73.8393681,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
112,12436,16:30,1/8/15,990,BROOKLYN,11201,40.6892276,-73.9846967,0,0,0,0,0,0,0,0,Lost Consciousness,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
113,12437,16:30,1/8/15,990,BROOKLYN,11213,40.6665794,-73.9396763,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
114,12438,16:30,1/8/15,990,STATEN ISLAND,10301,40.6385476,-74.0732949,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
115,12439,16:30,1/8/15,990,QUEENS,11434,40.670701,-73.7736537,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,VAN,0,0,0,-60,-132,64,310
116,12440,16:31,1/8/15,991,MANHATTAN,10035,40.8025983,-73.9450505,0,0,0,0,0,0,0,0,Physical Disability,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
117,12441,16:39,1/8/15,999,QUEENS,11429,40.7135534,-73.7366606,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
118,12442,16:40,1/8/15,1000,QUEENS,11427,40.7389002,-73.7337746,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
119,12443,16:40,1/8/15,1000,NA,NA,40.6107448,-74.0958285,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
120,12444,16:45,1/8/15,1005,MANHATTAN,10065,40.7659833,-73.9654448,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
121,12445,16:50,1/8/15,1010,QUEENS,11375,40.7295007,-73.8457053,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
122,12446,16:55,1/8/15,1015,MANHATTAN,10039,40.8275028,-73.9373985,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
40,12364,17:00,1/8/15,1020,MANHATTAN,10128,40.7794969,-73.9534934,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
123,12447,17:00,1/8/15,1020,BROOKLYN,11207,40.6806649,-73.9026216,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
124,12448,17:00,1/8/15,1020,BROOKLYN,11207,40.6706265,-73.8955418,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
125,12449,17:00,1/8/15,1020,BROOKLYN,11211,40.7200491,-73.9553495,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
126,12450,17:00,1/8/15,1020,BROOKLYN,11212,40.675207,-73.9043888,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
127,12451,17:00,1/8/15,1020,BROOKLYN,11213,40.6704292,-73.9281805,0,0,0,0,0,0,0,0,Physical Disability,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
128,12452,17:00,1/8/15,1020,MANHATTAN,10036,40.7578281,-73.9930696,0,0,0,0,0,0,0,0,Other Vehicular,SMALL COM VEH(4 TIRES),0,0,0,-60,-132,64,310
129,12453,17:00,1/8/15,1020,QUEENS,11414,40.670403,-73.8562889,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
405,12729,17:00,1/8/15,1020,MANHATTAN,10035,40.7985932,-73.9335177,0,0,0,0,0,0,0,0,Unspecified,BUS,0,0,0,-60,-132,64,310
130,12454,17:05,1/8/15,1025,QUEENS,11369,40.7640141,-73.8812156,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
131,12455,17:05,1/8/15,1025,STATEN ISLAND,10304,40.5893449,-74.1014938,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
158,12482,17:09,1/8/15,1029,STATEN ISLAND,10312,40.5588868,-74.1976949,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
159,12483,17:10,1/8/15,1030,BRONX,10470,40.905223,-73.8475113,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
160,12484,17:10,1/8/15,1030,MANHATTAN,10028,40.7802299,-73.9613681,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
32,12356,17:12,1/8/15,1032,NA,NA,40.7398542,-73.7254136,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
161,12485,17:15,1/8/15,1035,QUEENS,11001,40.7334882,-73.7068965,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
162,12486,17:15,1/8/15,1035,QUEENS,11429,40.7073058,-73.7512138,0,0,0,0,0,0,0,0,Outside Car Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
163,12487,17:20,1/8/15,1040,MANHATTAN,10128,40.7810624,-73.9494193,0,0,0,0,0,0,0,0,Other Vehicular,BUS,0,0,0,-60,-132,64,310
164,12488,17:20,1/8/15,1040,NA,NA,40.802759,-73.930249,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
165,12489,17:25,1/8/15,1045,BROOKLYN,11236,40.6462644,-73.912686,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
166,12490,17:30,1/8/15,1050,BROOKLYN,11233,40.6788706,-73.9216458,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
167,12491,17:30,1/8/15,1050,MANHATTAN,10013,40.7234503,-74.0038278,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
168,12492,17:30,1/8/15,1050,QUEENS,11358,40.7730369,-73.795658,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
169,12493,17:30,1/8/15,1050,BROOKLYN,11236,40.6533796,-73.9065717,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
170,12494,17:35,1/8/15,1055,BRONX,10460,40.845986,-73.8844667,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LIVERY VEHICLE,0,0,0,-60,-132,64,310
171,12495,17:35,1/8/15,1055,BROOKLYN,11213,40.6731199,-73.9446272,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
172,12496,17:36,1/8/15,1056,BROOKLYN,11230,40.6126538,-73.9618576,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
173,12497,17:37,1/8/15,1057,MANHATTAN,10018,40.7564889,-73.9977585,0,0,0,0,0,0,0,0,Other Vehicular,VAN,0,0,0,-60,-132,64,310
174,12498,17:40,1/8/15,1060,BROOKLYN,11206,40.7039152,-73.9481686,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
175,12499,17:40,1/8/15,1060,MANHATTAN,10002,40.7199351,-73.9787516,1,0,0,0,0,0,1,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
404,12728,17:40,1/8/15,1060,BRONX,10461,40.8427146,-73.8512074,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
176,12500,17:42,1/8/15,1062,MANHATTAN,10016,40.7488862,-73.9758407,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
31,12355,17:45,1/8/15,1065,MANHATTAN,10018,40.754317,-73.9868654,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
485,12809,17:45,1/8/15,1065,BROOKLYN,11204,40.617125,-73.9852319,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
30,12354,17:47,1/8/15,1067,NA,NA,40.7155546,-73.8261593,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
289,12613,17:48,1/8/15,1068,BROOKLYN,11204,40.6327179,-73.9837621,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
189,12513,17:50,1/8/15,1070,STATEN ISLAND,10301,40.6444685,-74.0768544,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
235,12559,17:50,1/8/15,1070,BRONX,10463,40.876609,-73.8995792,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
495,12819,17:55,1/8/15,1075,MANHATTAN,10025,40.7999155,-73.9623752,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
418,12742,18:00,1/8/15,1080,BROOKLYN,11216,40.6768082,-73.9557498,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
422,12746,18:00,1/8/15,1080,QUEENS,11434,40.6596509,-73.7738282,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
423,12747,18:00,1/8/15,1080,QUEENS,11420,40.6845408,-73.8070886,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
424,12748,18:00,1/8/15,1080,QUEENS,11385,40.7078451,-73.8731714,0,0,0,0,0,0,0,0,Backing Unsafely,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
425,12749,18:00,1/8/15,1080,QUEENS,11374,40.7277524,-73.8586078,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
426,12750,18:00,1/8/15,1080,QUEENS,11372,40.7468122,-73.891752,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
491,12815,18:00,1/8/15,1080,MANHATTAN,10027,40.8089731,-73.9483252,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
492,12816,18:00,1/8/15,1080,BROOKLYN,11218,40.6434562,-73.9727187,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
493,12817,18:00,1/8/15,1080,BROOKLYN,11209,40.6337239,-74.0238834,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
494,12818,18:00,1/8/15,1080,BRONX,10457,40.8376538,-73.8999668,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
417,12741,18:05,1/8/15,1085,MANHATTAN,10029,40.7929208,-73.9457844,0,0,0,0,0,0,0,0,Oversized Vehicle,LIVERY VEHICLE,0,0,0,-60,-132,64,310
415,12739,18:08,1/8/15,1088,QUEENS,11372,40.7468448,-73.8914308,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
416,12740,18:08,1/8/15,1088,BROOKLYN,11217,40.6767074,-73.9771034,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
29,12353,18:10,1/8/15,1090,BROOKLYN,11230,40.6241708,-73.9704715,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
413,12737,18:10,1/8/15,1090,STATEN ISLAND,10301,40.6182828,-74.1051867,0,0,0,0,0,0,0,0,Turning Improperly,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
414,12738,18:10,1/8/15,1090,QUEENS,11101,40.7529763,-73.9102326,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
28,12352,18:15,1/8/15,1095,BRONX,10451,40.8098986,-73.9288067,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
41,12365,18:15,1/8/15,1095,NA,NA,40.73361,-73.9238405,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
132,12456,18:16,1/8/15,1096,BROOKLYN,11204,40.6315982,-73.9849297,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
412,12736,18:20,1/8/15,1100,STATEN ISLAND,10308,40.5499631,-74.1508395,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
411,12735,18:25,1/8/15,1105,BROOKLYN,11212,40.6547385,-73.9069229,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
400,12724,18:30,1/8/15,1110,QUEENS,11373,40.7334973,-73.8703694,0,0,0,0,0,0,0,0,Passenger Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
401,12725,18:30,1/8/15,1110,MANHATTAN,10022,40.7557562,-73.964786,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
402,12726,18:30,1/8/15,1110,BROOKLYN,11208,40.6796556,-73.8855553,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
403,12727,18:30,1/8/15,1110,BROOKLYN,11203,40.657431,-73.9450944,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
282,12606,18:35,1/8/15,1115,MANHATTAN,10035,40.8036997,-73.9358171,1,0,1,0,0,0,0,0,Unspecified,BUS,0,0,0,-60,-132,64,310
399,12723,18:35,1/8/15,1115,NA,NA,40.7889072,-73.9376437,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
257,12581,18:38,1/8/15,1118,QUEENS,11411,40.6944129,-73.7313955,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
258,12582,18:38,1/8/15,1118,BROOKLYN,11210,40.6233399,-73.9559401,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PICK-UP TRUCK,0,0,0,-60,-132,64,310
253,12577,18:43,1/8/15,1123,BROOKLYN,11217,40.6871391,-73.9874303,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
252,12576,18:44,1/8/15,1124,BROOKLYN,11219,40.6383073,-73.9945377,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
251,12575,18:45,1/8/15,1125,QUEENS,11435,40.7040823,-73.8164022,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
250,12574,18:53,1/8/15,1133,MANHATTAN,10016,40.7465356,-73.9859503,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,PICK-UP TRUCK,0,0,0,-60,-132,64,310
183,12507,18:56,1/8/15,1136,BRONX,10474,40.8150005,-73.8925624,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
157,12481,19:00,1/8/15,1140,MANHATTAN,10019,40.7667145,-73.9828775,1,0,0,0,1,0,0,0,Passenger Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
27,12351,19:01,1/8/15,1141,MANHATTAN,10003,40.7249321,-73.9903419,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,TAXI,0,0,0,-60,-132,64,310
26,12350,19:02,1/8/15,1142,BRONX,10459,40.8334208,-73.8931289,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
25,12349,19:08,1/8/15,1148,BROOKLYN,11220,40.64936,-74.0128328,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
24,12348,19:10,1/8/15,1150,BROOKLYN,11213,40.6692499,-73.9394287,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
22,12346,19:11,1/8/15,1151,BROOKLYN,11229,40.6108205,-73.9547959,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
23,12347,19:11,1/8/15,1151,BROOKLYN,11237,40.7020459,-73.9155992,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
154,12478,19:15,1/8/15,1155,BROOKLYN,11201,40.6904686,-73.9878913,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
